Recall ID,Date,Month,Year,Product Category,Company,Product Name,Root Cause,Recall Class,Class Description,Severity Score (1-3),Root Cause Risk Weight (1-10),Composite Risk Score,Province,Recall Description
RC-0094,2023-12-28,2023-12,2023,Beverages,Sleeman Breweries,Sleeman Breweries Smoothie,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Quebec,Sleeman Breweries is recalling Smoothie due to undeclared mustard. People with an allergy to mustard should not consume this product.
RC-0508,2023-12-29,2023-12,2023,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Ready Meal,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Ontario,Recall of Ready Meal due to a process deviation during manufacturing that may affect product safety.
RC-0774,2023-12-29,2023-12,2023,Fruits and Vegetables,Lakeside Produce,Lakeside Produce Bean Sprouts,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,Alberta,Lakeside Produce is recalling Bean Sprouts after foreign material (metal fragments) was found during production.
RC-0093,2024-01-02,2024-01,2024,Dairy and Eggs,Lactalis Canada,Lactalis Canada Greek Yogurt,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Ontario,"Lactalis Canada is recalling Greek Yogurt because the packaging may be compromised, potentially affecting product safety."
RC-0360,2024-01-05,2024-01,2024,Prepared and Packaged Foods,General Mills Canada,General Mills Canada Hummus,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,Ontario,General Mills Canada is conducting a voluntary recall of Hummus due to the possible presence of undeclared sesame.
RC-0595,2024-01-05,2024-01,2024,Bakery and Snacks,Canada Bread,Canada Bread Cookies,Undeclared sulphites,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Nova Scotia,Canada Bread is recalling Cookies due to undeclared sulphites. People with sensitivity to sulphites should not consume this product.
RC-0326,2024-01-06,2024-01,2024,Dietary Supplements,Atrium Innovations,Atrium Innovations Protein Powder,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Alberta,Atrium Innovations is recalling Protein Powder because a deviation from standard manufacturing practice occurred during production.
RC-0040,2024-01-07,2024-01,2024,Beverages,Clearly Canadian,Clearly Canadian Energy Drink,Mislabelling of ingredients,Class I,Serious health risk or death,3,4,1.2,Quebec,Clearly Canadian is recalling Energy Drink because the product contains ingredients not listed on the label.
RC-0303,2024-01-07,2024-01,2024,Fruits and Vegetables,Lakeside Produce,Lakeside Produce Strawberries,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,National,Lakeside Produce is recalling Strawberries due to the possible presence of plastic pieces.
RC-0767,2024-01-07,2024-01,2024,Cosmetics and Personal Care,Coty Canada,Coty Canada Lip Balm,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Quebec,Recall of Lip Balm because of potential contamination with Salmonella. Consumers should not consume this product.
RC-0544,2024-01-10,2024-01,2024,Dairy and Eggs,Gay Lea Foods,Gay Lea Foods Brie,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Ontario,Recall of Brie because of potential contamination with Listeria monocytogenes. Consumers should not consume this product.
RC-0577,2024-01-11,2024-01,2024,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Pasta Sauce,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Ontario,Cavendish Farms is conducting a voluntary recall of Pasta Sauce due to the possible presence of undeclared milk.
RC-0219,2024-01-13,2024-01,2024,Prepared and Packaged Foods,Bonduelle Americas,Bonduelle Americas Frozen Pizza,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Quebec,Bonduelle Americas is recalling Frozen Pizza because the product was labelled with incorrect storage instructions information.
RC-0806,2024-01-13,2024-01,2024,Meat and Poultry,Olymel,Olymel Turkey Cold Cuts,Process deviation,Class I,Serious health risk or death,3,6,1.8,Northwest Territories,Olymel is recalling Turkey Cold Cuts because a deviation from standard manufacturing practice occurred during production.
RC-0123,2024-01-14,2024-01,2024,Infant Formula and Baby Food,Gerber Canada,Gerber Canada Pureed Vegetables,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Ontario,Gerber Canada is recalling Pureed Vegetables because a deviation from standard manufacturing practice occurred during production.
RC-0141,2024-01-14,2024-01,2024,Fruits and Vegetables,Naturipe,Naturipe Strawberries,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Saskatchewan,Naturipe is recalling certain lots of Strawberries due to possible E. coli O157:H7 contamination detected during routine testing.
RC-0434,2024-01-14,2024-01,2024,Seafood,Ocean Choice International,Ocean Choice International Fish and Chips,Foreign material,Class I,Serious health risk or death,3,7,2.1,British Columbia,Ocean Choice International is recalling Fish and Chips due to the possible presence of rubber pieces.
RC-0701,2024-01-16,2024-01,2024,Beverages,Lassonde Industries,Lassonde Industries Orange Juice,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Saskatchewan,Lassonde Industries is recalling Orange Juice due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0149,2024-01-17,2024-01,2024,Meat and Poultry,Better Beef,Better Beef Chicken Wings,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Better Beef is recalling certain lots of Chicken Wings due to possible Salmonella contamination detected during routine testing.
RC-0251,2024-01-19,2024-01,2024,Bakery and Snacks,Canada Bread,Canada Bread Granola Bars,Undeclared sulphites,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Ontario,Canada Bread is conducting a voluntary recall of Granola Bars due to possible undeclared sulphites.
RC-0264,2024-01-19,2024-01,2024,Dietary Supplements,CanPrev Natural Health,CanPrev Natural Health Protein Powder,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Newfoundland and Labrador,Recall of Protein Powder by CanPrev Natural Health because the product label contains incorrect information regarding expiry date.
RC-0829,2024-01-22,2024-01,2024,Meat and Poultry,HFS Canada,HFS Canada Ground Beef,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,British Columbia,HFS Canada is recalling Ground Beef because the product was not processed in accordance with approved manufacturing procedures.
RC-0449,2024-01-23,2024-01,2024,Meat and Poultry,Sun Rise Poultry,Sun Rise Poultry Chicken Wings,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Ontario,Sun Rise Poultry is conducting a voluntary recall of Chicken Wings due to the possible presence of undeclared wheat.
RC-0825,2024-01-23,2024-01,2024,Fruits and Vegetables,Mucci Farms,Mucci Farms Romaine Lettuce,Foreign material,Class III,Unlikely to cause adverse health consequences,1,7,0.7,Ontario,Mucci Farms is recalling Romaine Lettuce after foreign material (rubber pieces) was found during production.
RC-0474,2024-01-25,2024-01,2024,Cosmetics and Personal Care,Unilever Canada,Unilever Canada Sunscreen,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Ontario,Recall of Sunscreen by Unilever Canada because the product may contain lead at levels that exceed Health Canada guidelines.
RC-0124,2024-01-26,2024-01,2024,Pharmaceuticals,Teva Canada,Teva Canada Nasal Spray,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Quebec,Recall of Nasal Spray by Teva Canada because the product label contains incorrect information regarding serving size.
RC-0259,2024-01-27,2024-01,2024,Cosmetics and Personal Care,Unilever Canada,Unilever Canada Shampoo,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,British Columbia,Unilever Canada is recalling Shampoo because the product was labelled with incorrect serving size information.
RC-0282,2024-01-27,2024-01,2024,Fruits and Vegetables,Naturipe,Naturipe Romaine Lettuce,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,British Columbia,Naturipe is recalling Romaine Lettuce after foreign material (glass shards) was found during production.
RC-0792,2024-01-27,2024-01,2024,Fruits and Vegetables,Lakeside Produce,Lakeside Produce Spinach,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Quebec,Recall of Spinach due to a process deviation during manufacturing that may affect product safety.
RC-0028,2024-01-28,2024-01,2024,Dairy and Eggs,Gay Lea Foods,Gay Lea Foods Whole Milk,Mislabelling of ingredients,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Ontario,Recall of Whole Milk due to incorrect ingredient declaration on the label.
RC-0518,2024-01-28,2024-01,2024,Beverages,Sleeman Breweries,Sleeman Breweries Sparkling Water,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,British Columbia,Sleeman Breweries is recalling Sparkling Water due to a packaging defect that may compromise product integrity.
RC-0776,2024-02-01,2024-02,2024,Fruits and Vegetables,Sun Belle Inc.,Sun Belle Inc. Strawberries,Process deviation,Class I,Serious health risk or death,3,6,1.8,Quebec,Sun Belle Inc. is recalling Strawberries because the product was not processed in accordance with approved manufacturing procedures.
RC-0171,2024-02-02,2024-02,2024,Prepared and Packaged Foods,General Mills Canada,General Mills Canada Mac and Cheese,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Alberta,Recall of Mac and Cheese by General Mills Canada because the product may contain undeclared fish which is not declared on the label.
RC-0377,2024-02-06,2024-02,2024,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Pork Sausage,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Maple Leaf Foods is recalling certain lots of Pork Sausage due to possible Clostridium perfringens contamination detected during routine testing.
RC-0426,2024-02-06,2024-02,2024,Cosmetics and Personal Care,Coty Canada,Coty Canada Face Cream,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Alberta,Coty Canada is recalling Face Cream because the product was labelled with incorrect storage instructions information.
RC-0624,2024-02-07,2024-02,2024,Prepared and Packaged Foods,Conagra Brands Canada,Conagra Brands Canada Hummus,Packaging failure,Class III,Unlikely to cause adverse health consequences,1,5,0.5,Ontario,"Conagra Brands Canada is recalling Hummus because the packaging may be compromised, potentially affecting product safety."
RC-0464,2024-02-08,2024-02,2024,Pharmaceuticals,Pendopharm,Pendopharm Cough Syrup,Process deviation,Class I,Serious health risk or death,3,6,1.8,Ontario,Pendopharm is recalling Cough Syrup because a deviation from standard manufacturing practice occurred during production.
RC-0507,2024-02-08,2024-02,2024,Pharmaceuticals,Apotex Inc.,Apotex Inc. Ibuprofen Tablets,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Nova Scotia,Apotex Inc. is recalling Ibuprofen Tablets due to elevated levels of benzene.
RC-0743,2024-02-10,2024-02,2024,Seafood,Pacific Seafood,Pacific Seafood Tuna,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Ontario,Recall of Tuna due to a process deviation during manufacturing that may affect product safety.
RC-0068,2024-02-12,2024-02,2024,Bakery and Snacks,Leclerc Group,Leclerc Group Crackers,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Quebec,Leclerc Group is recalling certain lots of Crackers due to possible Clostridium perfringens contamination detected during routine testing.
RC-0407,2024-02-12,2024-02,2024,Medical Devices,Stryker Canada,Stryker Canada Surgical Mask,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,British Columbia,Recall of Surgical Mask due to a process deviation during manufacturing that may affect product safety.
RC-0819,2024-02-13,2024-02,2024,Dairy and Eggs,Gay Lea Foods,Gay Lea Foods Brie,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Ontario,Gay Lea Foods is recalling Brie due to possible Salmonella contamination.
RC-0673,2024-02-14,2024-02,2024,Infant Formula and Baby Food,Mead Johnson Canada,Mead Johnson Canada Teething Biscuits,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Quebec,Mead Johnson Canada is recalling Teething Biscuits due to elevated levels of mineral oil.
RC-0384,2024-02-15,2024-02,2024,Medical Devices,Cardinal Health Canada,Cardinal Health Canada Thermometer,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Ontario,Cardinal Health Canada is recalling certain lots of Thermometer due to possible Staphylococcus aureus contamination detected during routine testing.
RC-0756,2024-02-15,2024-02,2024,Beverages,Cott Beverages,Cott Beverages Smoothie,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Quebec,Recall of Smoothie by Cott Beverages because the product label contains incorrect information regarding net weight.
